module,items,urban,rural
M1 [Ante Natal Care (ANC)],Total number of pregnant women registered for ANC,425254,425254
M1 [Ante Natal Care (ANC)],"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",368048,368048
M1 [Ante Natal Care (ANC)],Number of PW given TT1/ Td1,423191,389226
M1 [Ante Natal Care (ANC)],Number of PW given TT2 / Td2,401837,378365
M1 [Ante Natal Care (ANC)],Number of PW given TT Booster/ Td Booster,42501,36085
M1 [Ante Natal Care (ANC)],Number of PW provided full Course 180 Iron Folic Acid (IFA) tablets,434465,422442
M1 [Ante Natal Care (ANC)],Number of PW provided full Course 360 Calcium tablets,399780,369133
M1 [Ante Natal Care (ANC)],Number of PW given one Albendazole tablet after 1st trimester,348849,329564
M1 [Ante Natal Care (ANC)],Number of PW received 4 or more ANC check ups,446565,425987
M1 [Ante Natal Care (ANC)],Number of PW given ANC Corticosteroids in Pre Term Labour,12410,7067
M1 [Ante Natal Care (ANC)],New cases of PW with hypertension detected,13332,7003
M1 [Ante Natal Care (ANC)],"Out of the new cases of PW with hypertension detected, cases managed at institution",9615,5410
M1 [Ante Natal Care (ANC)],Number of Eclampsia cases managed during delivery,1487,757
M1 [Ante Natal Care (ANC)],Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,448075,428828
M1 [Ante Natal Care (ANC)],Number of PW having Hb level<11 (out of total tested cases)(7.1 to 10.9),300997,291769
M1 [Ante Natal Care (ANC)],Number of PW having Hb level<7 (out of total tested cases),7350,6637
M1 [Ante Natal Care (ANC)],Number of PW having severe anaemia (Hb < 7) treated,4546,4154
M1 [Ante Natal Care (ANC)],Number of PW tested for Blood Sugar using OGTT(Oral Glucose Tolerance Test),94279,58161
M1 [Ante Natal Care (ANC)],Number of PW tested positive for GDM,4761,816
M1 [Ante Natal Care (ANC)],Number of PW given insulin out of total tested positive for GDM,2166,194
M1 [Ante Natal Care (ANC)],Number of PW tested using POC test for Syphilis,8954,8954
M1 [Ante Natal Care (ANC)],"Out of above,number of PW found sero positive for Syphilis",107,107
M1 [Ante Natal Care (ANC)],Number of pregnant women tested for Syphilis,199118,150725
M1 [Ante Natal Care (ANC)],Number of pregnant women tested found sero positive for Syphilis,238,42
M1 [Ante Natal Care (ANC)],Number of syphilis positive pregnanat women treated for Syphilis,97,11
M1 [Ante Natal Care (ANC)],Number of babies daignosed with Congenital Syphilis,58,0
M1 [Ante Natal Care (ANC)],Number of babies treated for Congenital Syphilis,55,0
M2 [Deliveries],Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM/ Midwife),158,158
M2 [Deliveries],Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),87,87
M2 [Deliveries],Number of PW given Tablet Misoprostol during home delivery,16,16
M2 [Deliveries],Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery,155,155
M2 [Deliveries],Number of Institutional Deliveries conducted (Including C-Sections),368042,140996
M2 [Deliveries],Out of total institutional deliveries number of women discharged within 48 hours of delivery,61115,30512
M2 [Deliveries],Number of newborns received 6 HBNC  visits after Institutional Delivery,264132,264127
M3 [Number of Caesarean (C-Section) deliveries],Total C -Section deliveries performed,158995,46047
M3 [Number of Caesarean (C-Section) deliveries],"C-sections, performed at night (8 PM- 8 AM)",24793,7835
M4 [Pregnancy outcome & details of new-born],Live Birth - Male,189129,72648
M4 [Pregnancy outcome & details of new-born],Live Birth - Female,178668,67859
M4 [Pregnancy outcome & details of new-born],Number of Pre term newborns (< 37 weeks of pregnancy),10150,5671
M4 [Pregnancy outcome & details of new-born],Still Birth,2446,2098
M4 [Pregnancy outcome & details of new-born],Abortion (spontaneous),5145,3925
M4 [Pregnancy outcome & details of new-born],MTP up to 12 weeks of pregnancy,3184,575
M4 [Pregnancy outcome & details of new-born],MTP more than 12 weeks of pregnancy,1362,453
M4 [Pregnancy outcome & details of new-born],Post Abortion/ MTP Complications Identified,220,69
M4 [Pregnancy outcome & details of new-born],Post Abortion/ MTP Complications Treated,175,70
M4 [Pregnancy outcome & details of new-born],Number of women provided with post abortion/ MTP contraception,558,75
M4 [Pregnancy outcome & details of new-born],Number of newborns weighed at birth,359362,138778
M4 [Pregnancy outcome & details of new-born],Number of newborns having weight less than 2.5 kg,21442,13320
M4 [Pregnancy outcome & details of new-born],Number of Newborns breast fed within 1 hour of birth ,359610,138072
M5 [Complicated Pregnancies],"Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)",15764,14405
M5 [Complicated Pregnancies],Number of Complicated pregnancies treated with Blood Transfusion,9344,7861
M6 [Post Natal Care (PNC)],Women receiving 1st post partum checkups within 48 hours of home delivery,497,497
M6 [Post Natal Care (PNC)],Women receiving 1st post partum checkup between 48 hours and 14 days,314213,292637
M6 [Post Natal Care (PNC)],Number of mothers provided full course of 180 IFA tablets after delivery,351572,299801
M6 [Post Natal Care (PNC)],Number of mothers provided full course of 360 Calcium tablets after delivery,300276,249448
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],New RTI/STI cases identified - Male,28286,25967
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],New RTI/STI cases identified - Female,45862,43175
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],RTI/STI for which treatment initiated - Male,25315,24549
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],RTI/STI for which treatment initiated -Female,41276,39706
M8 [Family Planning],Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,233,182
M8 [Family Planning],Number of Laparoscopic sterilizations (excluding post abortion) conducted,3602,672
M8 [Family Planning],Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,19234,11936
M8 [Family Planning],Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,27794,16260
M8 [Family Planning],Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,464,52
M8 [Family Planning],Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),33184,25297
M8 [Family Planning],Number of Postpartum (within 48 hours of delivery) IUCD insertions,4425,4158
M8 [Family Planning],Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,207,105
M8 [Family Planning],Number of IUCD Removals,3733,2611
M8 [Family Planning],Number of complications following IUCD Insertion,193,157
M8 [Family Planning],Injectable Contraceptive-Antara Program- First Dose,124,113
M8 [Family Planning],Injectable Contraceptive-Antara Program- Second Dose,29,18
M8 [Family Planning],Injectable Contraceptive-Antara Program- Third Dose,13,7
M8 [Family Planning],Injectable Contraceptive-Antara Program- Fourth or more than fourth,7,7
M8 [Family Planning],Number of Combined Oral Pill cycles distributed,1473934,1470996
M8 [Family Planning],Number of Condom pieces distributed,13803317,13799951
M8 [Family Planning],Number of Centchroman (weekly) pill strips distributed,52031,51859
M8 [Family Planning],Number of Emergency Contraceptive Pills (ECP) given,10207,9821
