module,items,urban,rural
M1 [Ante Natal Care (ANC)],Total number of pregnant women registered for ANC,285557,285557
M1 [Ante Natal Care (ANC)],"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",251231,251231
M1 [Ante Natal Care (ANC)],Number of PW given TT1/ Td1,274745,262117
M1 [Ante Natal Care (ANC)],Number of PW given TT2 / Td2,269550,259100
M1 [Ante Natal Care (ANC)],Number of PW given TT Booster/ Td Booster,27495,25711
M1 [Ante Natal Care (ANC)],Number of PW provided full Course 180 Iron Folic Acid (IFA) tablets,291358,283245
M1 [Ante Natal Care (ANC)],Number of PW provided full Course 360 Calcium tablets,260736,252598
M1 [Ante Natal Care (ANC)],Number of PW given one Albendazole tablet after 1st trimester,235920,231336
M1 [Ante Natal Care (ANC)],Number of PW received 4 or more ANC check ups,276796,269829
M1 [Ante Natal Care (ANC)],Number of PW given ANC Corticosteroids in Pre Term Labour,6269,4973
M1 [Ante Natal Care (ANC)],New cases of PW with hypertension detected,8366,5860
M1 [Ante Natal Care (ANC)],"Out of the new cases of PW with hypertension detected, cases managed at institution",4552,3287
M1 [Ante Natal Care (ANC)],Number of Eclampsia cases managed during delivery,797,562
M1 [Ante Natal Care (ANC)],Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,279825,274072
M1 [Ante Natal Care (ANC)],Number of PW having Hb level<11 (out of total tested cases)(7.1 to 10.9),168423,165668
M1 [Ante Natal Care (ANC)],Number of PW having Hb level<7 (out of total tested cases),4002,3261
M1 [Ante Natal Care (ANC)],Number of PW having severe anaemia (Hb < 7) treated,2226,1826
M1 [Ante Natal Care (ANC)],Number of PW tested for Blood Sugar using OGTT(Oral Glucose Tolerance Test),61175,49334
M1 [Ante Natal Care (ANC)],Number of PW tested positive for GDM,1632,894
M1 [Ante Natal Care (ANC)],Number of PW given insulin out of total tested positive for GDM,371,120
M1 [Ante Natal Care (ANC)],Number of PW tested using POC test for Syphilis,4086,4086
M1 [Ante Natal Care (ANC)],"Out of above,number of PW found sero positive for Syphilis",29,29
M1 [Ante Natal Care (ANC)],Number of pregnant women tested for Syphilis,124761,107496
M1 [Ante Natal Care (ANC)],Number of pregnant women tested found sero positive for Syphilis,90,77
M1 [Ante Natal Care (ANC)],Number of syphilis positive pregnanat women treated for Syphilis,31,26
M1 [Ante Natal Care (ANC)],Number of babies daignosed with Congenital Syphilis,0,0
M1 [Ante Natal Care (ANC)],Number of babies treated for Congenital Syphilis,4,4
M2 [Deliveries],Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM/ Midwife),2,2
M2 [Deliveries],Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),11,11
M2 [Deliveries],Number of PW given Tablet Misoprostol during home delivery,9,9
M2 [Deliveries],Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery,6,6
M2 [Deliveries],Number of Institutional Deliveries conducted (Including C-Sections),259145,92350
M2 [Deliveries],Out of total institutional deliveries number of women discharged within 48 hours of delivery,34943,18490
M2 [Deliveries],Number of newborns received 6 HBNC  visits after Institutional Delivery,165513,165349
M3 [Number of Caesarean (C-Section) deliveries],Total C -Section deliveries performed,120397,32741
M3 [Number of Caesarean (C-Section) deliveries],"C-sections, performed at night (8 PM- 8 AM)",15662,6532
M4 [Pregnancy outcome & details of new-born],Live Birth - Male,133324,47383
M4 [Pregnancy outcome & details of new-born],Live Birth - Female,125652,44480
M4 [Pregnancy outcome & details of new-born],Number of Pre term newborns (< 37 weeks of pregnancy),6387,4102
M4 [Pregnancy outcome & details of new-born],Still Birth,1244,1059
M4 [Pregnancy outcome & details of new-born],Abortion (spontaneous),3116,2647
M4 [Pregnancy outcome & details of new-born],MTP up to 12 weeks of pregnancy,1863,493
M4 [Pregnancy outcome & details of new-born],MTP more than 12 weeks of pregnancy,777,356
M4 [Pregnancy outcome & details of new-born],Post Abortion/ MTP Complications Identified,113,36
M4 [Pregnancy outcome & details of new-born],Post Abortion/ MTP Complications Treated,31,23
M4 [Pregnancy outcome & details of new-born],Number of women provided with post abortion/ MTP contraception,118,14
M4 [Pregnancy outcome & details of new-born],Number of newborns weighed at birth,253608,91477
M4 [Pregnancy outcome & details of new-born],Number of newborns having weight less than 2.5 kg,13178,8811
M4 [Pregnancy outcome & details of new-born],Number of Newborns breast fed within 1 hour of birth ,252479,90866
M5 [Complicated Pregnancies],"Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)",14968,14323
M5 [Complicated Pregnancies],Number of Complicated pregnancies treated with Blood Transfusion,6301,5866
M6 [Post Natal Care (PNC)],Women receiving 1st post partum checkups within 48 hours of home delivery,18,18
M6 [Post Natal Care (PNC)],Women receiving 1st post partum checkup between 48 hours and 14 days,194777,184089
M6 [Post Natal Care (PNC)],Number of mothers provided full course of 180 IFA tablets after delivery,205058,177528
M6 [Post Natal Care (PNC)],Number of mothers provided full course of 360 Calcium tablets after delivery,176213,148762
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],New RTI/STI cases identified - Male,23374,23140
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],New RTI/STI cases identified - Female,44184,43072
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],RTI/STI for which treatment initiated - Male,21207,21022
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],RTI/STI for which treatment initiated -Female,40868,39932
M8 [Family Planning],Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,487,441
M8 [Family Planning],Number of Laparoscopic sterilizations (excluding post abortion) conducted,3832,1027
M8 [Family Planning],Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,17912,13691
M8 [Family Planning],Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,19800,13374
M8 [Family Planning],Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,681,393
M8 [Family Planning],Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),13960,12703
M8 [Family Planning],Number of Postpartum (within 48 hours of delivery) IUCD insertions,4401,4167
M8 [Family Planning],Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,143,108
M8 [Family Planning],Number of IUCD Removals,2516,1903
M8 [Family Planning],Number of complications following IUCD Insertion,70,55
M8 [Family Planning],Injectable Contraceptive-Antara Program- First Dose,178,162
M8 [Family Planning],Injectable Contraceptive-Antara Program- Second Dose,49,46
M8 [Family Planning],Injectable Contraceptive-Antara Program- Third Dose,8,8
M8 [Family Planning],Injectable Contraceptive-Antara Program- Fourth or more than fourth,6,6
M8 [Family Planning],Number of Combined Oral Pill cycles distributed,1006343,1005417
M8 [Family Planning],Number of Condom pieces distributed,8772694,8768533
M8 [Family Planning],Number of Centchroman (weekly) pill strips distributed,49476,49454
M8 [Family Planning],Number of Emergency Contraceptive Pills (ECP) given,4989,4698
M8 [Family Planning],Number of Pregnancy Test Kits (PTK) used,278994,261993
M8 [Family Planning],Complications following male sterilization,8,8
M8 [Family Planning],Complications following female sterilization,8,8
M8 [Family Planning],Failures following male sterilization,0,0
M8 [Family Planning],Failures following female sterilization,0,0
M8 [Family Planning],Deaths following male sterilization,0,0
M8 [Family Planning],Deaths following female sterilization,1,1
M9 [CHILD IMMUNISATION],Child immunisation - Vitamin K (Birth Dose),247306,94787
M9 [CHILD IMMUNISATION],Child immunisation - BCG,283783,155036
M9 [CHILD IMMUNISATION],Child immunisation - DPT1,597,288
M9 [CHILD IMMUNISATION],Child immunisation - DPT2,378,255
M9 [CHILD IMMUNISATION],Child immunisation - DPT3,367,269
M9 [CHILD IMMUNISATION],Child immunisation - Pentavalent 1,267131,263701
M9 [CHILD IMMUNISATION],Child immunisation - Pentavalent 2,256134,253280
M9 [CHILD IMMUNISATION],Child immunisation - Pentavalent 3,267575,264556
M9 [CHILD IMMUNISATION],Child immunisation - OPV 0 (Birth Dose),263049,120361
