module,items,urban,rural
M1 [Ante Natal Care (ANC)],Total number of pregnant women registered for ANC,146496,146496
M1 [Ante Natal Care (ANC)],"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",128387,128387
M1 [Ante Natal Care (ANC)],Number of PW given TT1/ Td1,146381,133728
M1 [Ante Natal Care (ANC)],Number of PW given TT2 / Td2,139032,129468
M1 [Ante Natal Care (ANC)],Number of PW given TT Booster/ Td Booster,14420,11937
M1 [Ante Natal Care (ANC)],Number of PW provided full Course 180 Iron Folic Acid (IFA) tablets,141673,137498
M1 [Ante Natal Care (ANC)],Number of PW provided full Course 360 Calcium tablets,124880,117727
M1 [Ante Natal Care (ANC)],Number of PW given one Albendazole tablet after 1st trimester,114731,109439
M1 [Ante Natal Care (ANC)],Number of PW received 4 or more ANC check ups,138458,131418
M1 [Ante Natal Care (ANC)],Number of PW given ANC Corticosteroids in Pre Term Labour,3584,1758
M1 [Ante Natal Care (ANC)],New cases of PW with hypertension detected,4173,1956
M1 [Ante Natal Care (ANC)],"Out of the new cases of PW with hypertension detected, cases managed at institution",3020,1455
M1 [Ante Natal Care (ANC)],Number of Eclampsia cases managed during delivery,619,328
M1 [Ante Natal Care (ANC)],Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,142025,136504
M1 [Ante Natal Care (ANC)],Number of PW having Hb level<11 (out of total tested cases)(7.1 to 10.9),97283,95091
M1 [Ante Natal Care (ANC)],Number of PW having Hb level<7 (out of total tested cases),2415,2055
M1 [Ante Natal Care (ANC)],Number of PW having severe anaemia (Hb < 7) treated,1342,1151
M1 [Ante Natal Care (ANC)],Number of PW tested for Blood Sugar using OGTT(Oral Glucose Tolerance Test),28743,16730
M1 [Ante Natal Care (ANC)],Number of PW tested positive for GDM,1987,341
M1 [Ante Natal Care (ANC)],Number of PW given insulin out of total tested positive for GDM,985,52
M1 [Ante Natal Care (ANC)],Number of PW tested using POC test for Syphilis,3576,3576
M1 [Ante Natal Care (ANC)],"Out of above,number of PW found sero positive for Syphilis",63,63
M1 [Ante Natal Care (ANC)],Number of pregnant women tested for Syphilis,56468,40825
M1 [Ante Natal Care (ANC)],Number of pregnant women tested found sero positive for Syphilis,122,33
M1 [Ante Natal Care (ANC)],Number of syphilis positive pregnanat women treated for Syphilis,59,3
M1 [Ante Natal Care (ANC)],Number of babies daignosed with Congenital Syphilis,30,0
M1 [Ante Natal Care (ANC)],Number of babies treated for Congenital Syphilis,24,0
M2 [Deliveries],Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM/ Midwife),70,70
M2 [Deliveries],Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),28,28
M2 [Deliveries],Number of PW given Tablet Misoprostol during home delivery,0,0
M2 [Deliveries],Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery,51,51
M2 [Deliveries],Number of Institutional Deliveries conducted (Including C-Sections),99625,40934
M2 [Deliveries],Out of total institutional deliveries number of women discharged within 48 hours of delivery,18542,8773
M2 [Deliveries],Number of newborns received 6 HBNC  visits after Institutional Delivery,76276,76276
M3 [Number of Caesarean (C-Section) deliveries],Total C -Section deliveries performed,40961,12684
M3 [Number of Caesarean (C-Section) deliveries],"C-sections, performed at night (8 PM- 8 AM)",7293,2501
M4 [Pregnancy outcome & details of new-born],Live Birth - Male,51316,21060
M4 [Pregnancy outcome & details of new-born],Live Birth - Female,48263,19714
M4 [Pregnancy outcome & details of new-born],Number of Pre term newborns (< 37 weeks of pregnancy),2473,1400
M4 [Pregnancy outcome & details of new-born],Still Birth,774,670
M4 [Pregnancy outcome & details of new-born],Abortion (spontaneous),1705,1262
M4 [Pregnancy outcome & details of new-born],MTP up to 12 weeks of pregnancy,977,172
M4 [Pregnancy outcome & details of new-born],MTP more than 12 weeks of pregnancy,388,105
M4 [Pregnancy outcome & details of new-born],Post Abortion/ MTP Complications Identified,66,22
M4 [Pregnancy outcome & details of new-born],Post Abortion/ MTP Complications Treated,67,21
M4 [Pregnancy outcome & details of new-born],Number of women provided with post abortion/ MTP contraception,202,25
M4 [Pregnancy outcome & details of new-born],Number of newborns weighed at birth,97130,39971
M4 [Pregnancy outcome & details of new-born],Number of newborns having weight less than 2.5 kg,6047,3742
M4 [Pregnancy outcome & details of new-born],Number of Newborns breast fed within 1 hour of birth ,97271,39845
M5 [Complicated Pregnancies],"Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)",3691,3271
M5 [Complicated Pregnancies],Number of Complicated pregnancies treated with Blood Transfusion,2530,2113
M6 [Post Natal Care (PNC)],Women receiving 1st post partum checkups within 48 hours of home delivery,227,227
M6 [Post Natal Care (PNC)],Women receiving 1st post partum checkup between 48 hours and 14 days,89548,82992
M6 [Post Natal Care (PNC)],Number of mothers provided full course of 180 IFA tablets after delivery,97828,84055
M6 [Post Natal Care (PNC)],Number of mothers provided full course of 360 Calcium tablets after delivery,82711,70261
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],New RTI/STI cases identified - Male,8193,8026
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],New RTI/STI cases identified - Female,13412,12927
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],RTI/STI for which treatment initiated - Male,8002,7852
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],RTI/STI for which treatment initiated -Female,13062,12607
M8 [Family Planning],Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,44,40
M8 [Family Planning],Number of Laparoscopic sterilizations (excluding post abortion) conducted,770,268
M8 [Family Planning],Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,4962,2948
M8 [Family Planning],Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,7612,4524
M8 [Family Planning],Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,199,36
M8 [Family Planning],Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),10535,8405
M8 [Family Planning],Number of Postpartum (within 48 hours of delivery) IUCD insertions,645,495
M8 [Family Planning],Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,81,25
M8 [Family Planning],Number of IUCD Removals,1158,776
M8 [Family Planning],Number of complications following IUCD Insertion,46,40
M8 [Family Planning],Injectable Contraceptive-Antara Program- First Dose,97,92
M8 [Family Planning],Injectable Contraceptive-Antara Program- Second Dose,20,15
M8 [Family Planning],Injectable Contraceptive-Antara Program- Third Dose,6,5
M8 [Family Planning],Injectable Contraceptive-Antara Program- Fourth or more than fourth,7,7
M8 [Family Planning],Number of Combined Oral Pill cycles distributed,456502,455449
M8 [Family Planning],Number of Condom pieces distributed,4522849,4521454
M8 [Family Planning],Number of Centchroman (weekly) pill strips distributed,19878,19878
M8 [Family Planning],Number of Emergency Contraceptive Pills (ECP) given,3987,3940
