module,items,urban,rural
M1 [Ante Natal Care (ANC)],Total number of pregnant women registered for ANC,637732,637732
M1 [Ante Natal Care (ANC)],"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",555739,555739
M1 [Ante Natal Care (ANC)],Number of PW given TT1/ Td1,637455,587593
M1 [Ante Natal Care (ANC)],Number of PW given TT2 / Td2,600621,566958
M1 [Ante Natal Care (ANC)],Number of PW given TT Booster/ Td Booster,63838,55080
M1 [Ante Natal Care (ANC)],Number of PW provided full Course 180 Iron Folic Acid (IFA) tablets,659558,641396
M1 [Ante Natal Care (ANC)],Number of PW provided full Course 360 Calcium tablets,613581,564258
M1 [Ante Natal Care (ANC)],Number of PW given one Albendazole tablet after 1st trimester,532022,502278
M1 [Ante Natal Care (ANC)],Number of PW received 4 or more ANC check ups,679251,648752
M1 [Ante Natal Care (ANC)],Number of PW given ANC Corticosteroids in Pre Term Labour,20513,10655
M1 [Ante Natal Care (ANC)],New cases of PW with hypertension detected,20336,11579
M1 [Ante Natal Care (ANC)],"Out of the new cases of PW with hypertension detected, cases managed at institution",14491,8936
M1 [Ante Natal Care (ANC)],Number of Eclampsia cases managed during delivery,2311,1321
M1 [Ante Natal Care (ANC)],Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,692374,660506
M1 [Ante Natal Care (ANC)],Number of PW having Hb level<11 (out of total tested cases)(7.1 to 10.9),456933,441431
M1 [Ante Natal Care (ANC)],Number of PW having Hb level<7 (out of total tested cases),11821,10343
M1 [Ante Natal Care (ANC)],Number of PW having severe anaemia (Hb < 7) treated,7165,6542
M1 [Ante Natal Care (ANC)],Number of PW tested for Blood Sugar using OGTT(Oral Glucose Tolerance Test),151952,97896
M1 [Ante Natal Care (ANC)],Number of PW tested positive for GDM,6997,1750
M1 [Ante Natal Care (ANC)],Number of PW given insulin out of total tested positive for GDM,2847,291
M1 [Ante Natal Care (ANC)],Number of PW tested using POC test for Syphilis,13007,13007
M1 [Ante Natal Care (ANC)],"Out of above,number of PW found sero positive for Syphilis",163,163
M1 [Ante Natal Care (ANC)],Number of pregnant women tested for Syphilis,312721,243061
M1 [Ante Natal Care (ANC)],Number of pregnant women tested found sero positive for Syphilis,374,99
M1 [Ante Natal Care (ANC)],Number of syphilis positive pregnanat women treated for Syphilis,119,20
M1 [Ante Natal Care (ANC)],Number of babies daignosed with Congenital Syphilis,78,0
M1 [Ante Natal Care (ANC)],Number of babies treated for Congenital Syphilis,71,0
M2 [Deliveries],Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM/ Midwife),163,163
M2 [Deliveries],Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),93,93
M2 [Deliveries],Number of PW given Tablet Misoprostol during home delivery,16,16
M2 [Deliveries],Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery,173,173
M2 [Deliveries],Number of Institutional Deliveries conducted (Including C-Sections),580645,223503
M2 [Deliveries],Out of total institutional deliveries number of women discharged within 48 hours of delivery,94873,48309
M2 [Deliveries],Number of newborns received 6 HBNC  visits after Institutional Delivery,426683,425420
M3 [Number of Caesarean (C-Section) deliveries],Total C -Section deliveries performed,253903,74344
M3 [Number of Caesarean (C-Section) deliveries],"C-sections, performed at night (8 PM- 8 AM)",38883,12968
M4 [Pregnancy outcome & details of new-born],Live Birth - Male,297662,114544
M4 [Pregnancy outcome & details of new-born],Live Birth - Female,283396,108362
M4 [Pregnancy outcome & details of new-born],Number of Pre term newborns (< 37 weeks of pregnancy),15648,8747
M4 [Pregnancy outcome & details of new-born],Still Birth,3741,3044
M4 [Pregnancy outcome & details of new-born],Abortion (spontaneous),7893,6094
M4 [Pregnancy outcome & details of new-born],MTP up to 12 weeks of pregnancy,4842,957
M4 [Pregnancy outcome & details of new-born],MTP more than 12 weeks of pregnancy,2051,742
M4 [Pregnancy outcome & details of new-born],Post Abortion/ MTP Complications Identified,316,100
M4 [Pregnancy outcome & details of new-born],Post Abortion/ MTP Complications Treated,263,100
M4 [Pregnancy outcome & details of new-born],Number of women provided with post abortion/ MTP contraception,727,135
M4 [Pregnancy outcome & details of new-born],Number of newborns weighed at birth,565254,220367
M4 [Pregnancy outcome & details of new-born],Number of newborns having weight less than 2.5 kg,34920,21761
M4 [Pregnancy outcome & details of new-born],Number of Newborns breast fed within 1 hour of birth ,566181,219229
M5 [Complicated Pregnancies],"Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)",23928,21862
