module,items,urban,rural
M1 [Ante Natal Care (ANC)],Total number of pregnant women registered for ANC,833038,832363
M1 [Ante Natal Care (ANC)],"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",738883,738709
M1 [Ante Natal Care (ANC)],Number of PW given TT1/ Td1,794964,755319
M1 [Ante Natal Care (ANC)],Number of PW given TT2 / Td2,781737,748019
M1 [Ante Natal Care (ANC)],Number of PW given TT Booster/ Td Booster,86171,79508
M1 [Ante Natal Care (ANC)],Number of PW provided full Course 180 Iron Folic Acid (IFA) tablets,869688,844164
M1 [Ante Natal Care (ANC)],Number of PW provided full Course 360 Calcium tablets,800315,775146
M1 [Ante Natal Care (ANC)],Number of PW given one Albendazole tablet after 1st trimester,709192,698113
M1 [Ante Natal Care (ANC)],Number of PW received 4 or more ANC check ups,839555,818973
M1 [Ante Natal Care (ANC)],Number of PW given ANC Corticosteroids in Pre Term Labour,19569,15138
M1 [Ante Natal Care (ANC)],New cases of PW with hypertension detected,23360,17353
M1 [Ante Natal Care (ANC)],"Out of the new cases of PW with hypertension detected, cases managed at institution",14710,11742
M1 [Ante Natal Care (ANC)],Number of Eclampsia cases managed during delivery,2272,1745
M1 [Ante Natal Care (ANC)],Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,925999,901365
M1 [Ante Natal Care (ANC)],Number of PW having Hb level<11 (out of total tested cases)(7.1 to 10.9),545232,529215
M1 [Ante Natal Care (ANC)],Number of PW having Hb level<7 (out of total tested cases),17649,14646
M1 [Ante Natal Care (ANC)],Number of PW having severe anaemia (Hb < 7) treated,9611,8303
M1 [Ante Natal Care (ANC)],Number of PW tested for Blood Sugar using OGTT(Oral Glucose Tolerance Test),173050,143240
M1 [Ante Natal Care (ANC)],Number of PW tested positive for GDM,5509,3341
M1 [Ante Natal Care (ANC)],Number of PW given insulin out of total tested positive for GDM,1247,540
M1 [Ante Natal Care (ANC)],Number of PW tested using POC test for Syphilis,11894,11894
M1 [Ante Natal Care (ANC)],"Out of above,number of PW found sero positive for Syphilis",98,98
M1 [Ante Natal Care (ANC)],Number of pregnant women tested for Syphilis,359968,309851
M1 [Ante Natal Care (ANC)],Number of pregnant women tested found sero positive for Syphilis,418,290
M1 [Ante Natal Care (ANC)],Number of syphilis positive pregnanat women treated for Syphilis,86,74
M1 [Ante Natal Care (ANC)],Number of babies daignosed with Congenital Syphilis,98,4
M1 [Ante Natal Care (ANC)],Number of babies treated for Congenital Syphilis,23,6
M2 [Deliveries],Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM/ Midwife),86,86
M2 [Deliveries],Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),72,72
M2 [Deliveries],Number of PW given Tablet Misoprostol during home delivery,33,33
M2 [Deliveries],Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery,116,116
M2 [Deliveries],Number of Institutional Deliveries conducted (Including C-Sections),761629,280343
M2 [Deliveries],Out of total institutional deliveries number of women discharged within 48 hours of delivery,92149,51093
M2 [Deliveries],Number of newborns received 6 HBNC  visits after Institutional Delivery,542963,541495
M3 [Number of Caesarean (C-Section) deliveries],Total C -Section deliveries performed,361146,101338
M3 [Number of Caesarean (C-Section) deliveries],"C-sections, performed at night (8 PM- 8 AM)",49701,21163
M4 [Pregnancy outcome & details of new-born],Live Birth - Male,392196,143780
M4 [Pregnancy outcome & details of new-born],Live Birth - Female,370532,135605
M4 [Pregnancy outcome & details of new-born],Number of Pre term newborns (< 37 weeks of pregnancy),20388,13693
M4 [Pregnancy outcome & details of new-born],Still Birth,3858,3033
M4 [Pregnancy outcome & details of new-born],Abortion (spontaneous),10315,8799
M4 [Pregnancy outcome & details of new-born],MTP up to 12 weeks of pregnancy,6108,1721
M4 [Pregnancy outcome & details of new-born],MTP more than 12 weeks of pregnancy,2335,988
M4 [Pregnancy outcome & details of new-born],Post Abortion/ MTP Complications Identified,202,81
M4 [Pregnancy outcome & details of new-born],Post Abortion/ MTP Complications Treated,101,63
M4 [Pregnancy outcome & details of new-born],Number of women provided with post abortion/ MTP contraception,290,40
M4 [Pregnancy outcome & details of new-born],Number of newborns weighed at birth,731994,275327
M4 [Pregnancy outcome & details of new-born],Number of newborns having weight less than 2.5 kg,41602,27562
M4 [Pregnancy outcome & details of new-born],Number of Newborns breast fed within 1 hour of birth ,724181,273645
M5 [Complicated Pregnancies],"Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)",37937,35894
M5 [Complicated Pregnancies],Number of Complicated pregnancies treated with Blood Transfusion,19777,18682
M6 [Post Natal Care (PNC)],Women receiving 1st post partum checkups within 48 hours of home delivery,157,155
M6 [Post Natal Care (PNC)],Women receiving 1st post partum checkup between 48 hours and 14 days,603536,577795
M6 [Post Natal Care (PNC)],Number of mothers provided full course of 180 IFA tablets after delivery,638948,568329
M6 [Post Natal Care (PNC)],Number of mothers provided full course of 360 Calcium tablets after delivery,556133,486464
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],New RTI/STI cases identified - Male,73662,73208
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],New RTI/STI cases identified - Female,146067,142552
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],RTI/STI for which treatment initiated - Male,66828,66475
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],RTI/STI for which treatment initiated -Female,135406,132313
M8 [Family Planning],Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,1185,1011
M8 [Family Planning],Number of Laparoscopic sterilizations (excluding post abortion) conducted,11433,3875
M8 [Family Planning],Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,54253,42956
M8 [Family Planning],Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,61087,42478
M8 [Family Planning],Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,1696,1027
M8 [Family Planning],Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),40950,36782
M8 [Family Planning],Number of Postpartum (within 48 hours of delivery) IUCD insertions,18518,17630
M8 [Family Planning],Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,517,373
M8 [Family Planning],Number of IUCD Removals,8085,6554
M8 [Family Planning],Number of complications following IUCD Insertion,339,301
M8 [Family Planning],Injectable Contraceptive-Antara Program- First Dose,1130,1034
M8 [Family Planning],Injectable Contraceptive-Antara Program- Second Dose,290,247
M8 [Family Planning],Injectable Contraceptive-Antara Program- Third Dose,154,119
M8 [Family Planning],Injectable Contraceptive-Antara Program- Fourth or more than fourth,353,344
M8 [Family Planning],Number of Combined Oral Pill cycles distributed,2848980,2846352
M8 [Family Planning],Number of Condom pieces distributed,24231468,24218865
M8 [Family Planning],Number of Centchroman (weekly) pill strips distributed,120504,120418
M8 [Family Planning],Number of Emergency Contraceptive Pills (ECP) given,20112,19684
M8 [Family Planning],Number of Pregnancy Test Kits (PTK) used,840873,788680
M8 [Family Planning],Complications following male sterilization,8,8
M8 [Family Planning],Complications following female sterilization,18,18
M8 [Family Planning],Failures following male sterilization,0,0
M8 [Family Planning],Failures following female sterilization,0,0
M8 [Family Planning],Deaths following male sterilization,0,0
M8 [Family Planning],Deaths following female sterilization,4,4
M9 [CHILD IMMUNISATION],Child immunisation - Vitamin K (Birth Dose),710671,285908
M9 [CHILD IMMUNISATION],Child immunisation - BCG,819773,460925
M9 [CHILD IMMUNISATION],Child immunisation - DPT1,1165,458
M9 [CHILD IMMUNISATION],Child immunisation - DPT2,667,397
M9 [CHILD IMMUNISATION],Child immunisation - DPT3,651,423
M9 [CHILD IMMUNISATION],Child immunisation - Pentavalent 1,844595,834077
M9 [CHILD IMMUNISATION],Child immunisation - Pentavalent 2,837530,828741
M9 [CHILD IMMUNISATION],Child immunisation - Pentavalent 3,856583,846856
M9 [CHILD IMMUNISATION],Child immunisation - OPV 0 (Birth Dose),754991,354222
M9 [CHILD IMMUNISATION],Child immunisation - OPV1,842063,830753
M9 [CHILD IMMUNISATION],Child immunisation - OPV2,833871,825241
M9 [CHILD IMMUNISATION],Child immunisation - OPV3,853069,843841
