module,items,urban,rural
M1 [Ante Natal Care (ANC)],Total number of pregnant women registered for ANC,251745,251745
M1 [Ante Natal Care (ANC)],"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",218543,218543
M1 [Ante Natal Care (ANC)],Number of PW given TT1/ Td1,217546,217227
M1 [Ante Natal Care (ANC)],Number of PW given TT2 / Td2,238916,225138
M1 [Ante Natal Care (ANC)],Number of PW given TT Booster/ Td Booster,21301,20491
M1 [Ante Natal Care (ANC)],Number of PW provided full Course 180 Iron Folic Acid (IFA) tablets,263491,258939
M1 [Ante Natal Care (ANC)],Number of PW provided full Course 360 Calcium tablets,211516,209642
M1 [Ante Natal Care (ANC)],Number of PW given one Albendazole tablet after 1st trimester,128482,127923
M1 [Ante Natal Care (ANC)],Number of PW received 4 or more ANC check ups,264408,254739
M1 [Ante Natal Care (ANC)],Number of PW given ANC Corticosteroids in Pre Term Labour,4849,4849
M1 [Ante Natal Care (ANC)],New cases of PW with hypertension detected,4788,4788
M1 [Ante Natal Care (ANC)],"Out of the new cases of PW with hypertension detected, cases managed at institution",3906,3906
M1 [Ante Natal Care (ANC)],Number of Eclampsia cases managed during delivery,571,571
M1 [Ante Natal Care (ANC)],Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,222938,219500
M1 [Ante Natal Care (ANC)],Number of PW having Hb level<11 (out of total tested cases)(7.1 to 10.9),172327,172228
M1 [Ante Natal Care (ANC)],Number of PW having Hb level<7 (out of total tested cases),3747,3747
M1 [Ante Natal Care (ANC)],Number of PW having severe anaemia (Hb < 7) treated,2766,2766
M1 [Ante Natal Care (ANC)],Number of PW tested for Blood Sugar using OGTT(Oral Glucose Tolerance Test),5283,5168
M1 [Ante Natal Care (ANC)],Number of PW tested positive for GDM,465,426
M1 [Ante Natal Care (ANC)],Number of PW given insulin out of total tested positive for GDM,284,284
M1 [Ante Natal Care (ANC)],Number of PW tested using POC test for Syphilis,2274,2274
M1 [Ante Natal Care (ANC)],"Out of above,number of PW found sero positive for Syphilis",66,66
M1 [Ante Natal Care (ANC)],Number of pregnant women tested for Syphilis,56702,55254
M1 [Ante Natal Care (ANC)],Number of pregnant women tested found sero positive for Syphilis,527,527
M1 [Ante Natal Care (ANC)],Number of syphilis positive pregnanat women treated for Syphilis,28,28
M1 [Ante Natal Care (ANC)],Number of babies daignosed with Congenital Syphilis,29,29
M1 [Ante Natal Care (ANC)],Number of babies treated for Congenital Syphilis,37,37
M2 [Deliveries],Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM/ Midwife),538,538
M2 [Deliveries],Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),271,271
M2 [Deliveries],Number of PW given Tablet Misoprostol during home delivery,29,29
M2 [Deliveries],Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery,742,742
M2 [Deliveries],Number of Institutional Deliveries conducted (Including C-Sections),212965,95160
M2 [Deliveries],Out of total institutional deliveries number of women discharged within 48 hours of delivery,26764,20306
M2 [Deliveries],Number of newborns received 6 HBNC  visits after Institutional Delivery,134614,123702
M3 [Number of Caesarean (C-Section) deliveries],Total C -Section deliveries performed,91012,31587
M3 [Number of Caesarean (C-Section) deliveries],"C-sections, performed at night (8 PM- 8 AM)",11231,5837
M4 [Pregnancy outcome & details of new-born],Live Birth - Male,109459,48932
M4 [Pregnancy outcome & details of new-born],Live Birth - Female,103303,46205
M4 [Pregnancy outcome & details of new-born],Number of Pre term newborns (< 37 weeks of pregnancy),3627,3434
M4 [Pregnancy outcome & details of new-born],Still Birth,2051,1320
M4 [Pregnancy outcome & details of new-born],Abortion (spontaneous),2964,2762
M4 [Pregnancy outcome & details of new-born],MTP up to 12 weeks of pregnancy,527,390
M4 [Pregnancy outcome & details of new-born],MTP more than 12 weeks of pregnancy,257,249
M4 [Pregnancy outcome & details of new-born],Post Abortion/ MTP Complications Identified,14,14
M4 [Pregnancy outcome & details of new-born],Post Abortion/ MTP Complications Treated,14,14
M4 [Pregnancy outcome & details of new-born],Number of women provided with post abortion/ MTP contraception,34,34
M4 [Pregnancy outcome & details of new-born],Number of newborns weighed at birth,210845,93933
M4 [Pregnancy outcome & details of new-born],Number of newborns having weight less than 2.5 kg,8923,7972
M4 [Pregnancy outcome & details of new-born],Number of Newborns breast fed within 1 hour of birth ,207294,92604
M5 [Complicated Pregnancies],"Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)",11397,11397
M5 [Complicated Pregnancies],Number of Complicated pregnancies treated with Blood Transfusion,5609,5609
M6 [Post Natal Care (PNC)],Women receiving 1st post partum checkups within 48 hours of home delivery,2278,2278
M6 [Post Natal Care (PNC)],Women receiving 1st post partum checkup between 48 hours and 14 days,169001,154583
M6 [Post Natal Care (PNC)],Number of mothers provided full course of 180 IFA tablets after delivery,134163,134163
M6 [Post Natal Care (PNC)],Number of mothers provided full course of 360 Calcium tablets after delivery,108247,108247
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],New RTI/STI cases identified - Male,11913,11913
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],New RTI/STI cases identified - Female,18336,18336
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],RTI/STI for which treatment initiated - Male,11207,11207
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],RTI/STI for which treatment initiated -Female,17161,17161
M8 [Family Planning],Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,25,12
M8 [Family Planning],Number of Laparoscopic sterilizations (excluding post abortion) conducted,161,18
M8 [Family Planning],Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,9574,3221
M8 [Family Planning],Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,16324,9349
M8 [Family Planning],Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,203,203
M8 [Family Planning],Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),25404,12650
M8 [Family Planning],Number of Postpartum (within 48 hours of delivery) IUCD insertions,880,859
M8 [Family Planning],Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,113,113
M8 [Family Planning],Number of IUCD Removals,1607,1607
M8 [Family Planning],Number of complications following IUCD Insertion,117,117
M8 [Family Planning],Injectable Contraceptive-Antara Program- First Dose,85,85
M8 [Family Planning],Injectable Contraceptive-Antara Program- Second Dose,57,57
M8 [Family Planning],Injectable Contraceptive-Antara Program- Third Dose,23,23
M8 [Family Planning],Injectable Contraceptive-Antara Program- Fourth or more than fourth,217,217
M8 [Family Planning],Number of Combined Oral Pill cycles distributed,666462,666462
M8 [Family Planning],Number of Condom pieces distributed,6270429,6270429
M8 [Family Planning],Number of Centchroman (weekly) pill strips distributed,27892,27892
M8 [Family Planning],Number of Emergency Contraceptive Pills (ECP) given,6725,6725
M8 [Family Planning],Number of Pregnancy Test Kits (PTK) used,153102,153102
M8 [Family Planning],Complications following male sterilization,0,0
M8 [Family Planning],Complications following female sterilization,0,0
M8 [Family Planning],Failures following male sterilization,0,0
M8 [Family Planning],Failures following female sterilization,0,0
M8 [Family Planning],Deaths following male sterilization,0,0
M8 [Family Planning],Deaths following female sterilization,0,0
M9 [CHILD IMMUNISATION],Child immunisation - Vitamin K (Birth Dose),182680,92123
M9 [CHILD IMMUNISATION],Child immunisation - BCG,216263,162108
M9 [CHILD IMMUNISATION],Child immunisation - DPT1,422,422
M9 [CHILD IMMUNISATION],Child immunisation - DPT2,264,264
M9 [CHILD IMMUNISATION],Child immunisation - DPT3,258,258
M9 [CHILD IMMUNISATION],Child immunisation - Pentavalent 1,209503,203715
M9 [CHILD IMMUNISATION],Child immunisation - Pentavalent 2,205242,198896
M9 [CHILD IMMUNISATION],Child immunisation - Pentavalent 3,211700,204011
M9 [CHILD IMMUNISATION],Child immunisation - OPV 0 (Birth Dose),202129,128589
M9 [CHILD IMMUNISATION],Child immunisation - OPV1,210475,204021
M9 [CHILD IMMUNISATION],Child immunisation - OPV2,204765,198096
M9 [CHILD IMMUNISATION],Child immunisation - OPV3,208825,202996
