module,items,urban,rural
M1 [Ante Natal Care (ANC)],Total number of pregnant women registered for ANC,301693,301693
M1 [Ante Natal Care (ANC)],"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",261626,261626
M1 [Ante Natal Care (ANC)],Number of PW given TT1/ Td1,261099,260691
M1 [Ante Natal Care (ANC)],Number of PW given TT2 / Td2,292222,274942
M1 [Ante Natal Care (ANC)],Number of PW given TT Booster/ Td Booster,26179,25203
M1 [Ante Natal Care (ANC)],Number of PW provided full Course 180 Iron Folic Acid (IFA) tablets,323342,317846
M1 [Ante Natal Care (ANC)],Number of PW provided full Course 360 Calcium tablets,259800,257597
M1 [Ante Natal Care (ANC)],Number of PW given one Albendazole tablet after 1st trimester,156432,155848
M1 [Ante Natal Care (ANC)],Number of PW received 4 or more ANC check ups,328434,316704
M1 [Ante Natal Care (ANC)],Number of PW given ANC Corticosteroids in Pre Term Labour,6256,6256
M1 [Ante Natal Care (ANC)],New cases of PW with hypertension detected,5845,5845
M1 [Ante Natal Care (ANC)],"Out of the new cases of PW with hypertension detected, cases managed at institution",4692,4692
M1 [Ante Natal Care (ANC)],Number of Eclampsia cases managed during delivery,699,699
M1 [Ante Natal Care (ANC)],Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,272968,268905
M1 [Ante Natal Care (ANC)],Number of PW having Hb level<11 (out of total tested cases)(7.1 to 10.9),206111,206012
M1 [Ante Natal Care (ANC)],Number of PW having Hb level<7 (out of total tested cases),4491,4491
M1 [Ante Natal Care (ANC)],Number of PW having severe anaemia (Hb < 7) treated,3374,3374
M1 [Ante Natal Care (ANC)],Number of PW tested for Blood Sugar using OGTT(Oral Glucose Tolerance Test),6613,6477
M1 [Ante Natal Care (ANC)],Number of PW tested positive for GDM,572,512
M1 [Ante Natal Care (ANC)],Number of PW given insulin out of total tested positive for GDM,324,324
M1 [Ante Natal Care (ANC)],Number of PW tested using POC test for Syphilis,2650,2650
M1 [Ante Natal Care (ANC)],"Out of above,number of PW found sero positive for Syphilis",70,70
M1 [Ante Natal Care (ANC)],Number of pregnant women tested for Syphilis,66131,64236
M1 [Ante Natal Care (ANC)],Number of pregnant women tested found sero positive for Syphilis,563,563
M1 [Ante Natal Care (ANC)],Number of syphilis positive pregnanat women treated for Syphilis,31,31
M1 [Ante Natal Care (ANC)],Number of babies daignosed with Congenital Syphilis,34,34
M1 [Ante Natal Care (ANC)],Number of babies treated for Congenital Syphilis,48,48
M2 [Deliveries],Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM/ Midwife),659,659
M2 [Deliveries],Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),351,351
M2 [Deliveries],Number of PW given Tablet Misoprostol during home delivery,30,30
M2 [Deliveries],Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery,893,893
M2 [Deliveries],Number of Institutional Deliveries conducted (Including C-Sections),268091,117771
M2 [Deliveries],Out of total institutional deliveries number of women discharged within 48 hours of delivery,33872,25426
M2 [Deliveries],Number of newborns received 6 HBNC  visits after Institutional Delivery,166916,156004
M3 [Number of Caesarean (C-Section) deliveries],Total C -Section deliveries performed,114442,38386
M3 [Number of Caesarean (C-Section) deliveries],"C-sections, performed at night (8 PM- 8 AM)",14142,7320
M4 [Pregnancy outcome & details of new-born],Live Birth - Male,137932,60890
M4 [Pregnancy outcome & details of new-born],Live Birth - Female,130076,57009
M4 [Pregnancy outcome & details of new-born],Number of Pre term newborns (< 37 weeks of pregnancy),4434,4189
M4 [Pregnancy outcome & details of new-born],Still Birth,2594,1671
M4 [Pregnancy outcome & details of new-born],Abortion (spontaneous),3464,3221
M4 [Pregnancy outcome & details of new-born],MTP up to 12 weeks of pregnancy,634,464
M4 [Pregnancy outcome & details of new-born],MTP more than 12 weeks of pregnancy,291,279
M4 [Pregnancy outcome & details of new-born],Post Abortion/ MTP Complications Identified,18,18
M4 [Pregnancy outcome & details of new-born],Post Abortion/ MTP Complications Treated,18,18
M4 [Pregnancy outcome & details of new-born],Number of women provided with post abortion/ MTP contraception,38,38
M4 [Pregnancy outcome & details of new-born],Number of newborns weighed at birth,265752,116401
M4 [Pregnancy outcome & details of new-born],Number of newborns having weight less than 2.5 kg,11265,10118
M4 [Pregnancy outcome & details of new-born],Number of Newborns breast fed within 1 hour of birth ,261628,114835
M5 [Complicated Pregnancies],"Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)",13560,13560
M5 [Complicated Pregnancies],Number of Complicated pregnancies treated with Blood Transfusion,6629,6629
M6 [Post Natal Care (PNC)],Women receiving 1st post partum checkups within 48 hours of home delivery,2936,2936
M6 [Post Natal Care (PNC)],Women receiving 1st post partum checkup between 48 hours and 14 days,213340,196566
M6 [Post Natal Care (PNC)],Number of mothers provided full course of 180 IFA tablets after delivery,171773,170098
M6 [Post Natal Care (PNC)],Number of mothers provided full course of 360 Calcium tablets after delivery,138538,136863
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],New RTI/STI cases identified - Male,14610,14610
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],New RTI/STI cases identified - Female,22241,22241
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],RTI/STI for which treatment initiated - Male,13681,13681
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],RTI/STI for which treatment initiated -Female,20711,20711
M8 [Family Planning],Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,28,12
M8 [Family Planning],Number of Laparoscopic sterilizations (excluding post abortion) conducted,161,18
M8 [Family Planning],Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,12017,3735
M8 [Family Planning],Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,19983,11348
M8 [Family Planning],Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,203,203
M8 [Family Planning],Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),31897,15908
M8 [Family Planning],Number of Postpartum (within 48 hours of delivery) IUCD insertions,1109,1086
M8 [Family Planning],Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,160,160
M8 [Family Planning],Number of IUCD Removals,1975,1975
M8 [Family Planning],Number of complications following IUCD Insertion,181,181
M8 [Family Planning],Injectable Contraceptive-Antara Program- First Dose,96,96
M8 [Family Planning],Injectable Contraceptive-Antara Program- Second Dose,68,68
M8 [Family Planning],Injectable Contraceptive-Antara Program- Third Dose,31,31
M8 [Family Planning],Injectable Contraceptive-Antara Program- Fourth or more than fourth,267,267
M8 [Family Planning],Number of Combined Oral Pill cycles distributed,832610,832610
M8 [Family Planning],Number of Condom pieces distributed,7828290,7828290
M8 [Family Planning],Number of Centchroman (weekly) pill strips distributed,34071,34071
M8 [Family Planning],Number of Emergency Contraceptive Pills (ECP) given,7872,7872
M8 [Family Planning],Number of Pregnancy Test Kits (PTK) used,183622,183622
M8 [Family Planning],Complications following male sterilization,0,0
M8 [Family Planning],Complications following female sterilization,0,0
M8 [Family Planning],Failures following male sterilization,0,0
M8 [Family Planning],Failures following female sterilization,0,0
M8 [Family Planning],Deaths following male sterilization,0,0
M8 [Family Planning],Deaths following female sterilization,0,0
M9 [CHILD IMMUNISATION],Child immunisation - Vitamin K (Birth Dose),229967,114470
M9 [CHILD IMMUNISATION],Child immunisation - BCG,275293,204320
M9 [CHILD IMMUNISATION],Child immunisation - DPT1,538,538
M9 [CHILD IMMUNISATION],Child immunisation - DPT2,300,300
M9 [CHILD IMMUNISATION],Child immunisation - DPT3,282,282
M9 [CHILD IMMUNISATION],Child immunisation - Pentavalent 1,265638,258042
M9 [CHILD IMMUNISATION],Child immunisation - Pentavalent 2,263185,255038
M9 [CHILD IMMUNISATION],Child immunisation - Pentavalent 3,270900,261182
M9 [CHILD IMMUNISATION],Child immunisation - OPV 0 (Birth Dose),256133,161120
M9 [CHILD IMMUNISATION],Child immunisation - OPV1,266531,258202
M9 [CHILD IMMUNISATION],Child immunisation - OPV2,262542,254025
M9 [CHILD IMMUNISATION],Child immunisation - OPV3,268579,260038
M9 [CHILD IMMUNISATION],Child immunisation - Hepatitis-B0 (Birth Dose),250674,126748
M9 [CHILD IMMUNISATION],Child immunisation - Hepatitis-B1,981,981
M9 [CHILD IMMUNISATION],Child immunisation - Hepatitis-B2,865,865
M9 [CHILD IMMUNISATION],Child immunisation - Hepatitis-B3,1866,866
M9 [CHILD IMMUNISATION],Child immunisation - Inactivated Injectable Polio Vaccine 1 (IPV 1),263490,255588
M9 [CHILD IMMUNISATION],Child immunisation - Inactivated Injectable Polio Vaccine 2 (IPV 2),266261,258433
M9 [CHILD IMMUNISATION],Child immunisation - Rotavirus 1,260678,251412
M9 [CHILD IMMUNISATION],Child immunisation - Rotavirus 2,257247,247404
M9 [CHILD IMMUNISATION],Child immunisation - Rotavirus 3,260889,253464
M9 [CHILD IMMUNISATION],Child Immunisation- PCV 1,0,0
M9 [CHILD IMMUNISATION],Child Immunisation- PCV 2,0,0
M9 [CHILD IMMUNISATION],Child Immunisation- PCV Booster,0,0
M9 [CHILD IMMUNISATION],Child immunisation (9-11months) - Measles & Rubella (MR)/ Measles containing vaccine(MCV) - 1st Dose,299544,284868
M9 [CHILD IMMUNISATION],Child immunisation (9-11months) - Measles 1st dose,4438,4438
M9 [CHILD IMMUNISATION],Child immunisation (9-11months) - JE 1st dose,95358,95263
M9 [CHILD IMMUNISATION],Children aged between 9 and 11 months fully immunized- Male,157223,149115
M9 [CHILD IMMUNISATION],Children aged between 9 and 11 months fully immunized - Female,142766,136298
M9 [CHILD IMMUNISATION],Child immunisation(9 - 11 months) - Inactivated Injectable Polio Vaccine 3 (IPV 3),nan,nan
M9 [CHILD IMMUNISATION],Child immunisation(after 12 months) - Measles & Rubella (MR)/Measles containing vaccine(MCV)- 1st Dose,16146,16146
M9 [CHILD IMMUNISATION],Child immunisation (after 12 months) - Measles-1st dose,1864,1864
M9 [CHILD IMMUNISATION],Child immunisation (after 12 months) - JE 1st dose,5401,5401
M9 [CHILD IMMUNISATION],Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),254421,253471
M9 [CHILD IMMUNISATION],Child immunisation - Measles 2nd dose (More than 16 months),4222,4222
M9 [CHILD IMMUNISATION],Child immunisation - DPT 1st Booster,258771,257758
M9 [CHILD IMMUNISATION],Child immunisation - OPV Booster,258193,257167
M9 [CHILD IMMUNISATION],"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",847,847
M9 [CHILD IMMUNISATION],Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,78453,78392
M9 [CHILD IMMUNISATION],Child immunisation - Typhoid,243,243
M9 [CHILD IMMUNISATION],Children more than 5 years received DPT5 (2nd Booster),286875,276663
M9 [CHILD IMMUNISATION],Children more than 10 years received TT10/ Td10,250852,243947
M9 [CHILD IMMUNISATION],Children more than 16 years received TT16/ Td16,216642,209214
M9 [CHILD IMMUNISATION],Number of cases of AEFI - Abscess,3,3
M9 [CHILD IMMUNISATION],Number of cases of AEFI - Death,0,0
M9 [CHILD IMMUNISATION],Number of cases of AEFI - Others,71,71
M9 [CHILD IMMUNISATION],Immunisation sessions planned,232011,232011
M9 [CHILD IMMUNISATION],Immunisation sessions held,217171,217171
M9 [CHILD IMMUNISATION],Number of Immunisation sessions where ASHAs were present,200004,200004
