module,items,urban,rural
M1 [Ante Natal Care (ANC)],Total number of pregnant women registered for ANC,348053,348053
M1 [Ante Natal Care (ANC)],"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",306454,306454
M1 [Ante Natal Care (ANC)],Number of PW given TT1/ Td1,335775,319660
M1 [Ante Natal Care (ANC)],Number of PW given TT2 / Td2,332294,318643
M1 [Ante Natal Care (ANC)],Number of PW given TT Booster/ Td Booster,34381,31840
M1 [Ante Natal Care (ANC)],Number of PW provided full Course 180 Iron Folic Acid (IFA) tablets,361184,351257
M1 [Ante Natal Care (ANC)],Number of PW provided full Course 360 Calcium tablets,324378,314416
M1 [Ante Natal Care (ANC)],Number of PW given one Albendazole tablet after 1st trimester,290486,284889
M1 [Ante Natal Care (ANC)],Number of PW received 4 or more ANC check ups,346353,337199
M1 [Ante Natal Care (ANC)],Number of PW given ANC Corticosteroids in Pre Term Labour,7878,5993
M1 [Ante Natal Care (ANC)],New cases of PW with hypertension detected,10233,7157
M1 [Ante Natal Care (ANC)],"Out of the new cases of PW with hypertension detected, cases managed at institution",5678,4088
M1 [Ante Natal Care (ANC)],Number of Eclampsia cases managed during delivery,955,664
M1 [Ante Natal Care (ANC)],Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,355094,346213
M1 [Ante Natal Care (ANC)],Number of PW having Hb level<11 (out of total tested cases)(7.1 to 10.9),214498,210349
M1 [Ante Natal Care (ANC)],Number of PW having Hb level<7 (out of total tested cases),5349,4331
M1 [Ante Natal Care (ANC)],Number of PW having severe anaemia (Hb < 7) treated,3067,2528
M1 [Ante Natal Care (ANC)],Number of PW tested for Blood Sugar using OGTT(Oral Glucose Tolerance Test),74380,59827
M1 [Ante Natal Care (ANC)],Number of PW tested positive for GDM,2601,1674
M1 [Ante Natal Care (ANC)],Number of PW given insulin out of total tested positive for GDM,463,157
M1 [Ante Natal Care (ANC)],Number of PW tested using POC test for Syphilis,4872,4872
M1 [Ante Natal Care (ANC)],"Out of above,number of PW found sero positive for Syphilis",44,44
M1 [Ante Natal Care (ANC)],Number of pregnant women tested for Syphilis,151933,130404
M1 [Ante Natal Care (ANC)],Number of pregnant women tested found sero positive for Syphilis,114,101
M1 [Ante Natal Care (ANC)],Number of syphilis positive pregnanat women treated for Syphilis,37,32
M1 [Ante Natal Care (ANC)],Number of babies daignosed with Congenital Syphilis,0,0
M1 [Ante Natal Care (ANC)],Number of babies treated for Congenital Syphilis,4,4
M2 [Deliveries],Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM/ Midwife),4,4
M2 [Deliveries],Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),14,14
M2 [Deliveries],Number of PW given Tablet Misoprostol during home delivery,10,10
M2 [Deliveries],Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery,10,10
M2 [Deliveries],Number of Institutional Deliveries conducted (Including C-Sections),324033,116973
M2 [Deliveries],Out of total institutional deliveries number of women discharged within 48 hours of delivery,43026,22810
M2 [Deliveries],Number of newborns received 6 HBNC  visits after Institutional Delivery,212388,212201
M3 [Number of Caesarean (C-Section) deliveries],Total C -Section deliveries performed,151260,41580
M3 [Number of Caesarean (C-Section) deliveries],"C-sections, performed at night (8 PM- 8 AM)",20064,8450
M4 [Pregnancy outcome & details of new-born],Live Birth - Male,166585,60017
M4 [Pregnancy outcome & details of new-born],Live Birth - Female,157249,56345
M4 [Pregnancy outcome & details of new-born],Number of Pre term newborns (< 37 weeks of pregnancy),8331,5452
M4 [Pregnancy outcome & details of new-born],Still Birth,1558,1325
M4 [Pregnancy outcome & details of new-born],Abortion (spontaneous),3911,3335
M4 [Pregnancy outcome & details of new-born],MTP up to 12 weeks of pregnancy,2336,613
M4 [Pregnancy outcome & details of new-born],MTP more than 12 weeks of pregnancy,939,421
M4 [Pregnancy outcome & details of new-born],Post Abortion/ MTP Complications Identified,120,39
M4 [Pregnancy outcome & details of new-born],Post Abortion/ MTP Complications Treated,35,26
M4 [Pregnancy outcome & details of new-born],Number of women provided with post abortion/ MTP contraception,140,14
M4 [Pregnancy outcome & details of new-born],Number of newborns weighed at birth,316474,115763
M4 [Pregnancy outcome & details of new-born],Number of newborns having weight less than 2.5 kg,16874,11179
M4 [Pregnancy outcome & details of new-born],Number of Newborns breast fed within 1 hour of birth ,314940,115071
M5 [Complicated Pregnancies],"Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)",18248,17418
M5 [Complicated Pregnancies],Number of Complicated pregnancies treated with Blood Transfusion,7866,7332
M6 [Post Natal Care (PNC)],Women receiving 1st post partum checkups within 48 hours of home delivery,22,22
M6 [Post Natal Care (PNC)],Women receiving 1st post partum checkup between 48 hours and 14 days,247214,234276
M6 [Post Natal Care (PNC)],Number of mothers provided full course of 180 IFA tablets after delivery,260413,225776
M6 [Post Natal Care (PNC)],Number of mothers provided full course of 360 Calcium tablets after delivery,223894,189378
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],New RTI/STI cases identified - Male,28935,28666
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],New RTI/STI cases identified - Female,55069,53766
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],RTI/STI for which treatment initiated - Male,26369,26150
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],RTI/STI for which treatment initiated -Female,51270,50172
M8 [Family Planning],Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,536,489
M8 [Family Planning],Number of Laparoscopic sterilizations (excluding post abortion) conducted,5444,2107
M8 [Family Planning],Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,22069,16850
M8 [Family Planning],Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,25228,17030
M8 [Family Planning],Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,726,421
M8 [Family Planning],Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),17204,15554
M8 [Family Planning],Number of Postpartum (within 48 hours of delivery) IUCD insertions,6027,5724
M8 [Family Planning],Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,218,167
M8 [Family Planning],Number of IUCD Removals,3087,2340
M8 [Family Planning],Number of complications following IUCD Insertion,82,65
