module,items,urban,rural
M1 [Ante Natal Care (ANC)],Total number of pregnant women registered for ANC,483207,483207
M1 [Ante Natal Care (ANC)],"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",426874,426874
M1 [Ante Natal Care (ANC)],Number of PW given TT1/ Td1,464867,442685
M1 [Ante Natal Care (ANC)],Number of PW given TT2 / Td2,454976,436073
M1 [Ante Natal Care (ANC)],Number of PW given TT Booster/ Td Booster,48499,45031
M1 [Ante Natal Care (ANC)],Number of PW provided full Course 180 Iron Folic Acid (IFA) tablets,507106,492446
M1 [Ante Natal Care (ANC)],Number of PW provided full Course 360 Calcium tablets,459506,444796
M1 [Ante Natal Care (ANC)],Number of PW given one Albendazole tablet after 1st trimester,406726,399272
M1 [Ante Natal Care (ANC)],Number of PW received 4 or more ANC check ups,491571,477947
M1 [Ante Natal Care (ANC)],Number of PW given ANC Corticosteroids in Pre Term Labour,11419,8706
M1 [Ante Natal Care (ANC)],New cases of PW with hypertension detected,14299,10140
M1 [Ante Natal Care (ANC)],"Out of the new cases of PW with hypertension detected, cases managed at institution",8373,6325
M1 [Ante Natal Care (ANC)],Number of Eclampsia cases managed during delivery,1355,975
M1 [Ante Natal Care (ANC)],Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,525081,510981
M1 [Ante Natal Care (ANC)],Number of PW having Hb level<11 (out of total tested cases)(7.1 to 10.9),306465,299662
M1 [Ante Natal Care (ANC)],Number of PW having Hb level<7 (out of total tested cases),8393,6628
M1 [Ante Natal Care (ANC)],Number of PW having severe anaemia (Hb < 7) treated,4591,3861
M1 [Ante Natal Care (ANC)],Number of PW tested for Blood Sugar using OGTT(Oral Glucose Tolerance Test),100623,81457
M1 [Ante Natal Care (ANC)],Number of PW tested positive for GDM,3349,2188
M1 [Ante Natal Care (ANC)],Number of PW given insulin out of total tested positive for GDM,627,226
M1 [Ante Natal Care (ANC)],Number of PW tested using POC test for Syphilis,6727,6727
M1 [Ante Natal Care (ANC)],"Out of above,number of PW found sero positive for Syphilis",51,51
M1 [Ante Natal Care (ANC)],Number of pregnant women tested for Syphilis,207282,178408
M1 [Ante Natal Care (ANC)],Number of pregnant women tested found sero positive for Syphilis,188,123
M1 [Ante Natal Care (ANC)],Number of syphilis positive pregnanat women treated for Syphilis,60,55
M1 [Ante Natal Care (ANC)],Number of babies daignosed with Congenital Syphilis,78,1
