module,items,urban,rural
M1 [Ante Natal Care (ANC)],Total number of pregnant women registered for ANC,566288,566288
M1 [Ante Natal Care (ANC)],"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",492346,492346
M1 [Ante Natal Care (ANC)],Number of PW given TT1/ Td1,565778,520688
M1 [Ante Natal Care (ANC)],Number of PW given TT2 / Td2,532703,502034
M1 [Ante Natal Care (ANC)],Number of PW given TT Booster/ Td Booster,56950,48895
M1 [Ante Natal Care (ANC)],Number of PW provided full Course 180 Iron Folic Acid (IFA) tablets,586905,570542
M1 [Ante Natal Care (ANC)],Number of PW provided full Course 360 Calcium tablets,544393,501050
M1 [Ante Natal Care (ANC)],Number of PW given one Albendazole tablet after 1st trimester,470711,444073
M1 [Ante Natal Care (ANC)],Number of PW received 4 or more ANC check ups,605188,577996
M1 [Ante Natal Care (ANC)],Number of PW given ANC Corticosteroids in Pre Term Labour,18691,9551
M1 [Ante Natal Care (ANC)],New cases of PW with hypertension detected,18371,10213
M1 [Ante Natal Care (ANC)],"Out of the new cases of PW with hypertension detected, cases managed at institution",13098,7858
M1 [Ante Natal Care (ANC)],Number of Eclampsia cases managed during delivery,2122,1200
M1 [Ante Natal Care (ANC)],Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,609327,581576
M1 [Ante Natal Care (ANC)],Number of PW having Hb level<11 (out of total tested cases)(7.1 to 10.9),405527,392140
M1 [Ante Natal Care (ANC)],Number of PW having Hb level<7 (out of total tested cases),10468,9255
M1 [Ante Natal Care (ANC)],Number of PW having severe anaemia (Hb < 7) treated,6349,5845
M1 [Ante Natal Care (ANC)],Number of PW tested for Blood Sugar using OGTT(Oral Glucose Tolerance Test),130015,82225
M1 [Ante Natal Care (ANC)],Number of PW tested positive for GDM,6231,1421
M1 [Ante Natal Care (ANC)],Number of PW given insulin out of total tested positive for GDM,2681,253
M1 [Ante Natal Care (ANC)],Number of PW tested using POC test for Syphilis,11707,11707
M1 [Ante Natal Care (ANC)],"Out of above,number of PW found sero positive for Syphilis",146,146
M1 [Ante Natal Care (ANC)],Number of pregnant women tested for Syphilis,275640,213594
M1 [Ante Natal Care (ANC)],Number of pregnant women tested found sero positive for Syphilis,277,62
M1 [Ante Natal Care (ANC)],Number of syphilis positive pregnanat women treated for Syphilis,114,16
M1 [Ante Natal Care (ANC)],Number of babies daignosed with Congenital Syphilis,78,0
M1 [Ante Natal Care (ANC)],Number of babies treated for Congenital Syphilis,71,0
M2 [Deliveries],Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM/ Midwife),163,163
M2 [Deliveries],Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),92,92
M2 [Deliveries],Number of PW given Tablet Misoprostol during home delivery,16,16
M2 [Deliveries],Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery,171,171
M2 [Deliveries],Number of Institutional Deliveries conducted (Including C-Sections),510618,198466
M2 [Deliveries],Out of total institutional deliveries number of women discharged within 48 hours of delivery,84775,42849
M2 [Deliveries],Number of newborns received 6 HBNC  visits after Institutional Delivery,374045,374040
M3 [Number of Caesarean (C-Section) deliveries],Total C -Section deliveries performed,223814,65800
M3 [Number of Caesarean (C-Section) deliveries],"C-sections, performed at night (8 PM- 8 AM)",34691,11449
M4 [Pregnancy outcome & details of new-born],Live Birth - Male,262174,101991
M4 [Pregnancy outcome & details of new-born],Live Birth - Female,248794,95947
M4 [Pregnancy outcome & details of new-born],Number of Pre term newborns (< 37 weeks of pregnancy),14069,7934
M4 [Pregnancy outcome & details of new-born],Still Birth,3380,2765
M4 [Pregnancy outcome & details of new-born],Abortion (spontaneous),6938,5330
M4 [Pregnancy outcome & details of new-born],MTP up to 12 weeks of pregnancy,4290,815
M4 [Pregnancy outcome & details of new-born],MTP more than 12 weeks of pregnancy,1798,621
M4 [Pregnancy outcome & details of new-born],Post Abortion/ MTP Complications Identified,295,90
M4 [Pregnancy outcome & details of new-born],Post Abortion/ MTP Complications Treated,247,90
M4 [Pregnancy outcome & details of new-born],Number of women provided with post abortion/ MTP contraception,692,120
M4 [Pregnancy outcome & details of new-born],Number of newborns weighed at birth,497563,195587
M4 [Pregnancy outcome & details of new-born],Number of newborns having weight less than 2.5 kg,30699,19002
M4 [Pregnancy outcome & details of new-born],Number of Newborns breast fed within 1 hour of birth ,498354,194572
M5 [Complicated Pregnancies],"Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)",22196,20336
M5 [Complicated Pregnancies],Number of Complicated pregnancies treated with Blood Transfusion,13541,11518
M6 [Post Natal Care (PNC)],Women receiving 1st post partum checkups within 48 hours of home delivery,542,542
M6 [Post Natal Care (PNC)],Women receiving 1st post partum checkup between 48 hours and 14 days,440565,411006
M6 [Post Natal Care (PNC)],Number of mothers provided full course of 180 IFA tablets after delivery,499800,422304
M6 [Post Natal Care (PNC)],Number of mothers provided full course of 360 Calcium tablets after delivery,424840,355731
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],New RTI/STI cases identified - Male,38688,35733
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],New RTI/STI cases identified - Female,64254,60789
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],RTI/STI for which treatment initiated - Male,34284,33251
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],RTI/STI for which treatment initiated -Female,57576,55546
M8 [Family Planning],Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,415,314
M8 [Family Planning],Number of Laparoscopic sterilizations (excluding post abortion) conducted,5559,1313
M8 [Family Planning],Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,27481,17498
M8 [Family Planning],Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,39529,24107
M8 [Family Planning],Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,614,113
M8 [Family Planning],Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),44641,34034
M8 [Family Planning],Number of Postpartum (within 48 hours of delivery) IUCD insertions,6170,5807
M8 [Family Planning],Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,230,110
M8 [Family Planning],Number of IUCD Removals,5070,3615
M8 [Family Planning],Number of complications following IUCD Insertion,355,314
M8 [Family Planning],Injectable Contraceptive-Antara Program- First Dose,199,182
M8 [Family Planning],Injectable Contraceptive-Antara Program- Second Dose,35,23
M8 [Family Planning],Injectable Contraceptive-Antara Program- Third Dose,16,9
M8 [Family Planning],Injectable Contraceptive-Antara Program- Fourth or more than fourth,11,11
M8 [Family Planning],Number of Combined Oral Pill cycles distributed,2051885,2046663
M8 [Family Planning],Number of Condom pieces distributed,18936798,18932059
M8 [Family Planning],Number of Centchroman (weekly) pill strips distributed,71706,71494
M8 [Family Planning],Number of Emergency Contraceptive Pills (ECP) given,13707,12860
M8 [Family Planning],Number of Pregnancy Test Kits (PTK) used,450041,408018
M8 [Family Planning],Complications following male sterilization,0,0
M8 [Family Planning],Complications following female sterilization,0,0
M8 [Family Planning],Failures following male sterilization,0,0
M8 [Family Planning],Failures following female sterilization,0,0
M8 [Family Planning],Deaths following male sterilization,0,0
M8 [Family Planning],Deaths following female sterilization,0,0
M9 [CHILD IMMUNISATION],Child immunisation - Vitamin K (Birth Dose),475865,209892
M9 [CHILD IMMUNISATION],Child immunisation - BCG,555056,370556
M9 [CHILD IMMUNISATION],Child immunisation - DPT1,1539,1044
M9 [CHILD IMMUNISATION],Child immunisation - DPT2,1287,948
M9 [CHILD IMMUNISATION],Child immunisation - DPT3,1283,999
M9 [CHILD IMMUNISATION],Child immunisation - Pentavalent 1,549576,532942
M9 [CHILD IMMUNISATION],Child immunisation - Pentavalent 2,526282,510190
M9 [CHILD IMMUNISATION],Child immunisation - Pentavalent 3,532963,518470
M9 [CHILD IMMUNISATION],Child immunisation - OPV 0 (Birth Dose),521538,295220
M9 [CHILD IMMUNISATION],Child immunisation - OPV1,550380,531292
M9 [CHILD IMMUNISATION],Child immunisation - OPV2,525025,508552
M9 [CHILD IMMUNISATION],Child immunisation - OPV3,531941,516682
M9 [CHILD IMMUNISATION],Child immunisation - Hepatitis-B0 (Birth Dose),519564,236009
M9 [CHILD IMMUNISATION],Child immunisation - Hepatitis-B1,4772,4013
M9 [CHILD IMMUNISATION],Child immunisation - Hepatitis-B2,3863,3365
M9 [CHILD IMMUNISATION],Child immunisation - Hepatitis-B3,3888,3465
M9 [CHILD IMMUNISATION],Child immunisation - Inactivated Injectable Polio Vaccine 1 (IPV 1),543318,530404
M9 [CHILD IMMUNISATION],Child immunisation - Inactivated Injectable Polio Vaccine 2 (IPV 2),525699,514024
M9 [CHILD IMMUNISATION],Child immunisation - Rotavirus 1,546041,531457
M9 [CHILD IMMUNISATION],Child immunisation - Rotavirus 2,523975,509759
M9 [CHILD IMMUNISATION],Child immunisation - Rotavirus 3,530155,517899
M9 [CHILD IMMUNISATION],Child Immunisation- PCV 1,152441,149277
M9 [CHILD IMMUNISATION],Child Immunisation- PCV 2,55067,53876
M9 [CHILD IMMUNISATION],Child Immunisation- PCV Booster,8949,8712
M9 [CHILD IMMUNISATION],Child immunisation (9-11months) - Measles & Rubella (MR)/ Measles containing vaccine(MCV) - 1st Dose,554757,539487
M9 [CHILD IMMUNISATION],Child immunisation (9-11months) - Measles 1st dose,10130,10109
M9 [CHILD IMMUNISATION],Child immunisation (9-11months) - JE 1st dose,182542,180653
M9 [CHILD IMMUNISATION],Children aged between 9 and 11 months fully immunized- Male,292640,282037
M9 [CHILD IMMUNISATION],Children aged between 9 and 11 months fully immunized - Female,268284,258868
M9 [CHILD IMMUNISATION],Child immunisation(9 - 11 months) - Inactivated Injectable Polio Vaccine 3 (IPV 3),nan,nan
M9 [CHILD IMMUNISATION],Child immunisation(after 12 months) - Measles & Rubella (MR)/Measles containing vaccine(MCV)- 1st Dose,20798,18860
M9 [CHILD IMMUNISATION],Child immunisation (after 12 months) - Measles-1st dose,2691,2603
M9 [CHILD IMMUNISATION],Child immunisation (after 12 months) - JE 1st dose,9434,8357
M9 [CHILD IMMUNISATION],Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),497607,486891
M9 [CHILD IMMUNISATION],Child immunisation - Measles 2nd dose (More than 16 months),10345,9856
M9 [CHILD IMMUNISATION],Child immunisation - DPT 1st Booster,501220,491038
