module,items,urban,rural
M1 [Ante Natal Care (ANC)],Total number of pregnant women registered for ANC,362850,362850
M1 [Ante Natal Care (ANC)],"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",313212,313212
M1 [Ante Natal Care (ANC)],Number of PW given TT1/ Td1,313954,313459
M1 [Ante Natal Care (ANC)],Number of PW given TT2 / Td2,346969,326140
M1 [Ante Natal Care (ANC)],Number of PW given TT Booster/ Td Booster,31845,30705
M1 [Ante Natal Care (ANC)],Number of PW provided full Course 180 Iron Folic Acid (IFA) tablets,391571,384828
M1 [Ante Natal Care (ANC)],Number of PW provided full Course 360 Calcium tablets,315182,312374
M1 [Ante Natal Care (ANC)],Number of PW given one Albendazole tablet after 1st trimester,188656,188036
M1 [Ante Natal Care (ANC)],Number of PW received 4 or more ANC check ups,400402,386984
M1 [Ante Natal Care (ANC)],Number of PW given ANC Corticosteroids in Pre Term Labour,7453,7453
M1 [Ante Natal Care (ANC)],New cases of PW with hypertension detected,7218,7218
M1 [Ante Natal Care (ANC)],"Out of the new cases of PW with hypertension detected, cases managed at institution",5481,5481
M1 [Ante Natal Care (ANC)],Number of Eclampsia cases managed during delivery,860,860
M1 [Ante Natal Care (ANC)],Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,335752,331277
M1 [Ante Natal Care (ANC)],Number of PW having Hb level<11 (out of total tested cases)(7.1 to 10.9),250478,250379
M1 [Ante Natal Care (ANC)],Number of PW having Hb level<7 (out of total tested cases),5744,5744
M1 [Ante Natal Care (ANC)],Number of PW having severe anaemia (Hb < 7) treated,4163,4163
M1 [Ante Natal Care (ANC)],Number of PW tested for Blood Sugar using OGTT(Oral Glucose Tolerance Test),8185,8026
M1 [Ante Natal Care (ANC)],Number of PW tested positive for GDM,678,595
M1 [Ante Natal Care (ANC)],Number of PW given insulin out of total tested positive for GDM,381,381
M1 [Ante Natal Care (ANC)],Number of PW tested using POC test for Syphilis,3081,3081
M1 [Ante Natal Care (ANC)],"Out of above,number of PW found sero positive for Syphilis",79,79
M1 [Ante Natal Care (ANC)],Number of pregnant women tested for Syphilis,81117,79044
M1 [Ante Natal Care (ANC)],Number of pregnant women tested found sero positive for Syphilis,566,566
M1 [Ante Natal Care (ANC)],Number of syphilis positive pregnanat women treated for Syphilis,34,34
M1 [Ante Natal Care (ANC)],Number of babies daignosed with Congenital Syphilis,39,39
M1 [Ante Natal Care (ANC)],Number of babies treated for Congenital Syphilis,58,58
M2 [Deliveries],Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM/ Midwife),804,804
M2 [Deliveries],Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),439,439
M2 [Deliveries],Number of PW given Tablet Misoprostol during home delivery,38,38
